a	/a/
réfrigération	/ʁefʁiʒeʁasjɔ̃/
réfrigéré	/ʁefʁiʒeʁe/
réfrigérée	/ʁefʁiʒeʁe/
réfrigérer	/ʁefʁiʒeʁe/
réfrigérés	/ʁefʁiʒeʁe/
refroidi	/ʁəfʁwadi/
refroidie	/ʁəfʁwadi/
refroidir	/ʁəfʁwadiʁ/
refroidira	/ʁəfʁwadiʁa/
refroidis	/ʁəfʁwadi/
refroidissait	/ʁəfʁwadisɛ/
refroidissant	/ʁəfʁwadisɑ̃/
refroidisse	/ʁəfʁwadis/
refroidissement	/ʁəfʁwadismɑ̃/
refroidissent	/ʁəfʁwadis/
refroidisseur	/ʁəfʁwadisœʁ/
refroidisseurs	/ʁəfʁwadisœʁ/
refroidissez	/ʁəfʁwadise/
refroidit	/ʁəfʁwadi/
refuge	/ʁəfyʒ/
refuges	/ʁəfyʒ/
réfugia	/ʁefyʒja/
réfugie	/ʁefyʒi/
réfugié	/ʁefyʒje/
réfugiée	/ʁefyʒje/
réfugiées	/ʁefyʒje/
réfugient	/ʁefyʒi/
réfugier	/ʁefyʒje/
réfugiés	/ʁefyʒje/
refus	/ʁəfy/
refusa	/ʁəfyza/
refusaient	/ʁəfyzɛ/
refusais	/ʁəfyzɛ/
refusait	/ʁəfyzɛ/
refusant	/ʁəfyzɑ̃/
refuse	/ʁəfyz/
refusé	/ʁəfyze/
refusée	/ʁəfyze/
refusées	/ʁəfyze/
refusent	/ʁəfyz/
refuser	/ʁəfyze/
refusera	/ʁəfyzəʁa/
refuserai	/ʁəfyzəʁɛ/
refuseraient	/ʁəfyzəʁɛ/
refuserais	/ʁəfyzəʁɛ/
refuserait	/ʁəfyzəʁɛ/
refuseras	/ʁəfyzəʁa/
refusèrent	/ʁəfyzɛʁ/
refuserez	/ʁəfyzəʁe/
refuseriez	/ʁəfyzəʁje/
refuseront	/ʁəfyzəʁɔ̃/
refuses	/ʁəfyz/
refusés	/ʁəfyze/
refusez	/ʁəfyze/
refusiez	/ʁəfyzje/
refusions	/ʁəfyzjɔ̃/
refusons	/ʁəfyzɔ̃/
réfutation	/ʁefytasjɔ̃/
réfute	/ʁefyt/
réfuté	/ʁefyte/
réfuter	/ʁefyte/
réfutez	/ʁefyte/
reg	/ʁɛg/
regagne	/ʁəgaɲ/
regagné	/ʁəgaɲe/
regagnent	/ʁəgaɲ/
regagner	/ʁəgaɲe/
regagnera	/ʁəgaɲəʁa/
regagnerai	/ʁəgaɲəʁɛ/
regagnez	/ʁəgaɲe/
regagnons	/ʁəgaɲɔ̃/
regain	/ʁəgɛ̃/
régal	/ʁegal/
régale	/ʁegal/
régalé	/ʁegale/
régalent	/ʁegal/
régaler	/ʁegale/
régales	/ʁegal/
régalés	/ʁegale/
régalez	/ʁegale/
regard	/ʁəgaʁ/
regarda	/ʁəgaʁda/
regardai	/ʁəgaʁdɛ/
regardaient	/ʁəgaʁdɛ/
regardais	/ʁəgaʁdɛ/
regardait	/ʁəgaʁdɛ/
regardant	/ʁəgaʁdɑ̃/
regardante	/ʁəgaʁdɑ̃t/
regardants	/ʁəgaʁdɑ̃/
regarde	/ʁəgaʁd/
regardé	/ʁəgaʁde/
regardée	/ʁəgaʁde/
regardées	/ʁəgaʁde/
regardent	/ʁəgaʁd/
regarder	/ʁəgaʁde/
regardera	/ʁəgaʁdəʁa/
regarderai	/ʁəgaʁdəʁɛ/
regarderaient	/ʁəgaʁdəʁɛ/
regarderais	/ʁəgaʁdəʁɛ/
regarderait	/ʁəgaʁdəʁɛ/
regarderas	/ʁəgaʁdəʁa/
regardèrent	/ʁəgaʁdɛʁ/
regarderez	/ʁəgaʁdəʁe/
regarderiez	/ʁəgaʁdəʁje/
regarderons	/ʁəgaʁdəʁɔ̃/
regarderont	/ʁəgaʁdəʁɔ̃/
regardes	/ʁəgaʁd/
regardés	/ʁəgaʁde/
regardez	/ʁəgaʁde/
regardiez	/ʁəgaʁdje/
regardions	/ʁəgaʁdjɔ̃/
regardons	/ʁəgaʁdɔ̃/
regards	/ʁəgaʁ/
régate	/ʁegat/
régates	/ʁegat/
régence	/ʁeʒɑ̃s/
régénérateur	/ʁeʒeneʁatœʁ/
régénéré	/ʁeʒeneʁe/
régénère	/ʁeʒenɛʁ/
régénèrent	/ʁeʒenɛʁ/
régénérer	/ʁeʒeneʁe/
régent	/ʁeʒɑ̃/
régente	/ʁeʒɑ̃t/
régenter	/ʁeʒɑ̃te/
régents	/ʁeʒɑ̃/
reggae	/ʁege/
régi	/ʁeʒi/
régicide	/ʁeʒisid/
régie	/ʁeʒi/
régime	/ʁeʒim/
régiment	/ʁeʒimɑ̃/
régiments	/ʁeʒimɑ̃/
régimes	/ʁeʒim/
région	/ʁeʒjɔ̃/
régional	/ʁeʒjɔnal/
régionale	/ʁeʒjɔnal/
régionales	/ʁeʒjɔnal/
régionaux	/ʁeʒjɔno/
régions	/ʁeʒjɔ̃/
régir	/ʁeʒiʁ/
régis	/ʁeʒi/
régissent	/ʁeʒis/
régisseur	/ʁeʒisœʁ/
régisseuse	/ʁeʒisøz/
registre	/ʁəʒistʁ/
registres	/ʁəʒistʁ/
régit	/ʁeʒi/
réglable	/ʁeglabl/
réglage	/ʁeglaʒ/
réglages	/ʁeglaʒ/
réglais	/ʁeglɛ/
réglait	/ʁeglɛ/
réglant	/ʁeglɑ̃/
réglé	/ʁegle/
règle	/ʁɛgl/
réglée	/ʁegle/
réglées	/ʁegle/
règlement	/ʁɛgləmɑ̃/
réglementaire	/ʁɛgləmɑ̃tɛʁ/
réglementaires	/ʁɛgləmɑ̃tɛʁ/
réglementation	/ʁɛgləmɑ̃tasjɔ̃/
réglementations	/ʁɛgləmɑ̃tasjɔ̃/
réglementé	/ʁɛgləmɑ̃te/
réglementée	/ʁɛgləmɑ̃te/
réglementer	/ʁɛgləmɑ̃te/
réglementés	/ʁɛgləmɑ̃te/
règlements	/ʁɛgləmɑ̃/
règlent	/ʁɛgl/
régler	/ʁegle/
réglera	/ʁegleʁa/
règlera	/ʁɛgləʁa/
réglerai	/ʁegleʁɛ/
règlerai	/ʁɛgləʁɛ/
réglerais	/ʁegleʁɛ/
réglerait	/ʁegleʁɛ/
règlerait	/ʁɛgləʁɛ/
régleras	/ʁegleʁa/
réglerez	/ʁegleʁe/
réglerons	/ʁegləʁɔ̃/
règlerons	/ʁɛgləʁɔ̃/
régleront	/ʁegləʁɔ̃/
règleront	/ʁɛgləʁɔ̃/
réglés	/ʁegle/
règles	/ʁɛgl/
régleur	/ʁeglœʁ/
réglez	/ʁegle/
régliez	/ʁeglje/
réglions	/ʁegljɔ̃/
réglisse	/ʁeglis/
réglisses	/ʁeglis/
réglo	/ʁeglo/
réglons	/ʁeglɔ̃/
régnant	/ʁeɲɑ̃/
régnante	/ʁeɲɑ̃t/
règne	/ʁɛɲ/
régner	/ʁeɲe/
règnes	/ʁɛɲ/
regonfle	/ʁəgɔ̃fl/
regonflé	/ʁəgɔ̃fle/
regonfler	/ʁəgɔ̃fle/
regorge	/ʁəgɔʁʒ/
regorgeait	/ʁəgɔʁʒɛ/
regorgeant	/ʁəgɔʁʒɑ̃/
regorgent	/ʁəgɔʁʒ/
régresse	/ʁegʁes/
régressé	/ʁegʁese/
régresser	/ʁegʁese/
régression	/ʁegʁesjɔ̃/
régressions	/ʁegʁesjɔ̃/
regret	/ʁəgʁɛ/
regrets	/ʁəgʁɛ/
regrettable	/ʁəgʁɛtabl/
regrettables	/ʁəgʁɛtabl/
regrettais	/ʁəgʁɛtɛ/
regrettait	/ʁəgʁɛtɛ/
regrettant	/ʁəgʁɛtɑ̃/
regrette	/ʁəgʁɛt/
regretté	/ʁəgʁɛte/
regrettée	/ʁəgʁɛte/
regrettent	/ʁəgʁɛt/
regretter	/ʁəgʁɛte/
regrettera	/ʁəgʁɛtəʁa/
regretterai	/ʁəgʁɛtəʁɛ/
regretterais	/ʁəgʁɛtəʁɛ/
regretterait	/ʁəgʁɛtəʁɛ/
regretteras	/ʁəgʁɛtəʁa/
regretterez	/ʁəgʁɛtəʁe/
regretteriez	/ʁəgʁɛtəʁje/
regretterons	/ʁəgʁɛtəʁɔ̃/
regretteront	/ʁəgʁɛtəʁɔ̃/
regrettes	/ʁəgʁɛt/
regrettez	/ʁəgʁɛte/
regrettiez	/ʁəgʁɛtje/
regrettons	/ʁəgʁɛtɔ̃/
regroupant	/ʁəgʁupɑ̃/
regroupe	/ʁəgʁup/
regroupé	/ʁəgʁupe/
regroupées	/ʁəgʁupe/
regroupement	/ʁəgʁupmɑ̃/
regroupent	/ʁəgʁup/
regrouper	/ʁəgʁupe/
regroupés	/ʁəgʁupe/
regroupez	/ʁəgʁupe/
regroupons	/ʁəgʁupɔ̃/
régulariser	/ʁegylaʁize/
régularité	/ʁegylaʁite/
régulateur	/ʁegylatœʁ/
régulateurs	/ʁegylatœʁ/
régulation	/ʁegylasjɔ̃/
régulations	/ʁegylasjɔ̃/
régule	/ʁegyl/
régulé	/ʁegyle/
régulée	/ʁegyle/
régulent	/ʁegyl/
réguler	/ʁegyle/
régulier	/ʁegylje/
régulière	/ʁegyljɛʁ/
régulièrement	/ʁegyljɛʁmɑ̃/
régulières	/ʁegyljɛʁ/
réguliers	/ʁegylje/
régurgitation	/ʁegyʁʒitasjɔ̃/
régurgite	/ʁegyʁʒit/
régurgité	/ʁegyʁʒite/
régurgiter	/ʁegyʁʒite/
réhabilitation	/ʁeabilitasjɔ̃/
réhabilite	/ʁeabilit/
réhabilité	/ʁeabilite/
réhabilitée	/ʁeabilite/
réhabiliter	/ʁeabilite/
réhabituer	/ʁeabitɥe/
rehausse	/ʁəos/
rehausser	/ʁəose/
réhydratation	/ʁeidʁatasjɔ̃/
réhydrater	/ʁeidʁate/
réimplantation	/ʁeɛ̃plɑ̃tasjɔ̃/
Reims	/ʁɛ̃s/
rein	/ʁɛ̃/
réincarnation	/ʁeɛ̃kaʁnasjɔ̃/
réincarnations	/ʁeɛ̃kaʁnasjɔ̃/
réincarne	/ʁeɛ̃kaʁn/
réincarné	/ʁeɛ̃kaʁne/
réincarnée	/ʁeɛ̃kaʁne/
réincarner	/ʁeɛ̃kaʁne/
réincarnés	/ʁeɛ̃kaʁne/
reine	/ʁɛn/
reines	/ʁɛn/
reinette	/ʁenɛt/
reins	/ʁɛ̃/
réinscrire	/ʁeɛ̃skʁiʁ/
réinséré	/ʁeɛ̃seʁe/
réinsérer	/ʁeɛ̃seʁe/
réinsertion	/ʁeɛ̃sɛʁsjɔ̃/
réinstalle	/ʁeɛ̃stal/
réinstaller	/ʁeɛ̃stale/
réintégration	/ʁeɛ̃tegʁasjɔ̃/
réintégrer	/ʁeɛ̃tegʁe/
réintroduire	/ʁeɛ̃tʁɔdɥiʁ/
réintroduit	/ʁeɛ̃tʁɔdɥi/
réinvente	/ʁeɛ̃vɑ̃t/
réinventé	/ʁeɛ̃vɑ̃te/
réinventée	/ʁeɛ̃vɑ̃te/
réinventer	/ʁeɛ̃vɑ̃te/
réinviter	/ʁeɛ̃vite/
réitère	/ʁeitɛʁ/
réitérer	/ʁeiteʁe/
rejaillir	/ʁəʒajiʁ/
rejaillit	/ʁəʒaji/
rejet	/ʁəʒɛ/
rejeta	/ʁəʒəta/
rejetaient	/ʁəʒətɛ/
rejetais	/ʁəʒətɛ/
rejetait	/ʁəʒətɛ/
rejetant	/ʁəʒətɑ̃/
rejeté	/ʁəʒəte/
rejetée	/ʁəʒəte/
rejetées	/ʁəʒəte/
rejeter	/ʁəʒte/
rejetés	/ʁəʒəte/
rejetez	/ʁəʒəte/
rejeton	/ʁəʒtɔ̃/
rejetons	/ʁəʒətɔ̃/
rejets	/ʁəʒɛ/
rejette	/ʁəʒɛt/
rejettent	/ʁəʒɛt/
rejettera	/ʁəʒɛtəʁa/
rejetterai	/ʁəʒɛtəʁɛ/
rejetterais	/ʁəʒɛtəʁɛ/
rejetterait	/ʁəʒɛtəʁɛ/
rejetteront	/ʁəʒɛtəʁɔ̃/
rejettes	/ʁəʒɛt/
rejoignaient	/ʁəʒwɛɲɛ/
rejoignais	/ʁəʒwɛɲɛ/
rejoignait	/ʁəʒwɛɲɛ/
rejoignant	/ʁəʒwɛɲɑ̃/
rejoigne	/ʁəʒwɛɲ/
rejoignent	/ʁəʒwɛɲ/
rejoignes	/ʁəʒwɛɲ/
rejoignez	/ʁəʒwɛɲe/
rejoigniez	/ʁəʒwɛɲje/
rejoignirent	/ʁəʒwɛɲiʁ/
rejoignit	/ʁəʒwɛɲi/
rejoignons	/ʁəʒwɛɲɔ̃/
rejoindra	/ʁəʒwɛ̃dʁa/
rejoindrai	/ʁəʒwɛ̃dʁɛ/
rejoindrais	/ʁəʒwɛ̃dʁɛ/
rejoindrait	/ʁəʒwɛ̃dʁɛ/
rejoindras	/ʁəʒwɛ̃dʁa/
rejoindre	/ʁəʒwɛ̃dʁ/
rejoindrez	/ʁəʒwɛ̃dʁe/
rejoindrons	/ʁəʒwɛ̃dʁɔ̃/
rejoindront	/ʁəʒwɛ̃dʁɔ̃/
rejoins	/ʁəʒwɛ̃/
rejoint	/ʁəʒwɛ̃/
rejointe	/ʁəʒwɛ̃t/
rejoints	/ʁəʒwɛ̃/
rejoue	/ʁəʒu/
rejoué	/ʁəʒwe/
rejouent	/ʁəʒu/
rejouer	/ʁəʒwe/
rejouera	/ʁəʒuʁa/
rejoues	/ʁəʒu/
rejouez	/ʁəʒwe/
réjoui	/ʁeʒwi/
réjouie	/ʁeʒwi/
réjouir	/ʁeʒwiʁ/
réjouira	/ʁeʒwiʁa/
réjouirai	/ʁeʒwiʁɛ/
réjouirais	/ʁeʒwiʁɛ/
réjouirait	/ʁeʒwiʁɛ/
réjouiront	/ʁeʒwiʁɔ̃/
réjouis	/ʁeʒwi/
réjouissais	/ʁeʒwisɛ/
réjouissait	/ʁeʒwisɛ/
réjouissance	/ʁeʒwisɑ̃s/
réjouissances	/ʁeʒwisɑ̃s/
réjouissant	/ʁeʒwisɑ̃/
réjouissante	/ʁeʒwisɑ̃t/
réjouisse	/ʁeʒwis/
réjouissent	/ʁeʒwis/
réjouissez	/ʁeʒwise/
réjouissons	/ʁeʒwisɔ̃/
réjouit	/ʁeʒwi/
relâchait	/ʁəlaʃɛ/
relâchant	/ʁəlaʃɑ̃/
relâche	/ʁəlaʃ/
relâché	/ʁəlaʃe/
relâchée	/ʁəlaʃe/
relâchées	/ʁəlaʃe/
relâchement	/ʁəlaʃmɑ̃/
relâchent	/ʁəlaʃ/
relâcher	/ʁəlaʃe/
relâchera	/ʁəlaʃəʁa/
relâcherai	/ʁəlaʃəʁɛ/
relâcherait	/ʁəlaʃəʁɛ/
relâcherez	/ʁəlaʃəʁe/
relâcherons	/ʁəlaʃəʁɔ̃/
relâcheront	/ʁəlaʃəʁɔ̃/
relâches	/ʁəlaʃ/
relâchés	/ʁəlaʃe/
relâchez	/ʁəlaʃe/
relâchiez	/ʁəlaʃje/
relâchons	/ʁəlaʃɔ̃/
relaie	/ʁəlɛ/
relaient	/ʁəlɛ/
relaiera	/ʁəlɛʁa/
relais	/ʁəlɛ/
relance	/ʁəlɑ̃s/
relancé	/ʁəlɑ̃se/
relancée	/ʁəlɑ̃se/
relancer	/ʁəlɑ̃se/
relances	/ʁəlɑ̃s/
relancez	/ʁəlɑ̃se/
relatant	/ʁəlatɑ̃/
relate	/ʁəlat/
relaté	/ʁəlate/
relater	/ʁəlate/
relatés	/ʁəlate/
relatif	/ʁəlatif/
relatifs	/ʁəlatif/
relation	/ʁəlasjɔ̃/
relationnel	/ʁəlasjɔnɛl/
relationnelles	/ʁəlasjɔnɛl/
relationnels	/ʁəlasjɔnɛl/
relations	/ʁəlasjɔ̃/, /ʁəlatjɔ̃/
relative	/ʁəlativ/
relativement	/ʁəlativmɑ̃/
relatives	/ʁəlativ/
relativise	/ʁəlativiz/
relativiser	/ʁəlativize/
relativité	/ʁəlativite/
relaver	/ʁəlave/
relax	/ʁəlaks/
relaxant	/ʁəlaksɑ̃/
relaxante	/ʁəlaksɑ̃t/
relaxation	/ʁəlaksasjɔ̃/
relaxe	/ʁəlaks/
relaxé	/ʁəlakse/
relaxée	/ʁəlakse/
relaxer	/ʁəlakse/
relaxes	/ʁəlaks/
relaxez	/ʁəlakse/
relayé	/ʁəlɛje/
relayer	/ʁəlɛje/
relayés	/ʁəlɛje/
relecture	/ʁəlɛktyʁ/
relectures	/ʁəlɛktyʁ/
reléguer	/ʁəlege/
relent	/ʁəlɑ̃/
relents	/ʁəlɑ̃/
releva	/ʁələva/
relevaient	/ʁələvɛ/
relevais	/ʁələvɛ/
relevait	/ʁələvɛ/
relevant	/ʁələvɑ̃/
relève	/ʁəlɛv/
relevé	/ʁəlve/
relevée	/ʁələve/
relevées	/ʁələve/
relèvement	/ʁəlɛvmɑ̃/
relèvent	/ʁəlɛv/
relever	/ʁəlve/
relèvera	/ʁəlɛvəʁa/
relèverai	/ʁəlɛvəʁɛ/
relèverais	/ʁəlɛvəʁɛ/
relèverait	/ʁəlɛvəʁɛ/
relèveras	/ʁəlɛvəʁa/
relèveront	/ʁəlɛvəʁɔ̃/
relevés	/ʁələve/
relèves	/ʁəlɛv/
relevez	/ʁələve/
relevons	/ʁələvɔ̃/
reliait	/ʁəljɛ/
reliant	/ʁəljɑ̃/
relie	/ʁəli/
relié	/ʁəlje/
reliée	/ʁəlje/
reliées	/ʁəlje/
relief	/ʁəljɛf/
reliefs	/ʁəljɛf/
relient	/ʁəli/
relier	/ʁəlje/
reliera	/ʁəljəʁa/
relierait	/ʁəljəʁɛ/
relies	/ʁəli/
reliés	/ʁəlje/
relieur	/ʁəljœʁ/
reliez	/ʁəlje/
religieuse	/ʁəliʒjøz/
religieusement	/ʁəliʒjøzmɑ̃/
religieuses	/ʁəliʒjøz/
religieux	/ʁəliʒjø/
religion	/ʁəliʒjɔ̃/
religions	/ʁəliʒjɔ̃/
reliquaire	/ʁəlikɛʁ/
reliquat	/ʁəlika/
relique	/ʁəlik/
reliques	/ʁəlik/
relirai	/ʁəliʁɛ/
relire	/ʁəliʁ/
relis	/ʁəli/
relisais	/ʁəlizɛ/
relisant	/ʁəlizɑ̃/
relise	/ʁəliz/
relisez	/ʁəlize/
relit	/ʁəli/
reliure	/ʁəljyʁ/
relocalisation	/ʁəlokalizasjɔ̃/
relocaliser	/ʁəlokalize/
relogement	/ʁəlɔʒmɑ̃/
reloger	/ʁəlɔʒe/
relogés	/ʁəlɔʒe/
relu	/ʁəly/
relue	/ʁəly/
reluire	/ʁəlɥiʁ/
reluisant	/ʁəlɥizɑ̃/
reluisante	/ʁəlɥizɑ̃t/
reluquais	/ʁəlykɛ/
reluquait	/ʁəlykɛ/
reluque	/ʁəlyk/
reluqué	/ʁəlyke/
reluquée	/ʁəlyke/
reluquent	/ʁəlyk/
reluquer	/ʁəlyke/
reluques	/ʁəlyk/
reluquez	/ʁəlyke/
rem	/ʁɛm/
remake	/ʁimɛk/
remanger	/ʁəmɑ̃ʒe/
remanie	/ʁəmani/
remanié	/ʁəmanje/
remaniement	/ʁəmanimɑ̃/
remanier	/ʁəmanje/
remaquiller	/ʁəmakije/
remarche	/ʁəmaʁʃ/
remarchent	/ʁəmaʁʃ/
remarcher	/ʁəmaʁʃe/
remarchera	/ʁəmaʁʃəʁa/
remarcherai	/ʁəmaʁʃəʁɛ/
remariage	/ʁəmaʁjaʒ/
remariait	/ʁəmaʁjɛ/
remarie	/ʁəmaʁi/
remarié	/ʁəmaʁje/
remariée	/ʁəmaʁje/
remarier	/ʁəmaʁje/
remariera	/ʁəmaʁjəʁa/
remarierai	/ʁəmaʁjəʁɛ/
remaries	/ʁəmaʁi/
remariés	/ʁəmaʁje/
remarqua	/ʁəmaʁka/
remarquable	/ʁəmaʁkabl/
remarquablement	/ʁəmaʁkabləmɑ̃/
remarquables	/ʁəmaʁkabl/
remarquai	/ʁəmaʁkɛ/
remarquais	/ʁəmaʁkɛ/
remarquait	/ʁəmaʁkɛ/
remarque	/ʁəmaʁk/
remarqué	/ʁəmaʁke/
remarquée	/ʁəmaʁke/
remarquées	/ʁəmaʁke/
remarquent	/ʁəmaʁk/
remarquer	/ʁəmaʁke/
remarquera	/ʁəmaʁkəʁa/
remarqueraient	/ʁəmaʁkəʁɛ/
remarquerais	/ʁəmaʁkəʁɛ/
remarquerait	/ʁəmaʁkəʁɛ/
remarqueras	/ʁəmaʁkəʁa/
remarquerez	/ʁəmaʁkəʁe/
remarqueriez	/ʁəmaʁkəʁje/
remarqueront	/ʁəmaʁkəʁɔ̃/
remarques	/ʁəmaʁk/
remarqués	/ʁəmaʁke/
remarquez	/ʁəmaʁke/
remarquiez	/ʁəmaʁkje/
remarquons	/ʁəmaʁkɔ̃/
remballe	/ʁɑ̃bal/
remballé	/ʁɑ̃bale/
remballer	/ʁɑ̃bale/
remballes	/ʁɑ̃bal/
remballez	/ʁɑ̃bale/
rembarre	/ʁɑ̃baʁ/
rembarré	/ʁɑ̃baʁe/
rembarrée	/ʁɑ̃baʁe/
rembarrer	/ʁɑ̃baʁe/
remblai	/ʁɑ̃blɛ/
rembobiner	/ʁɑ̃bɔbine/
rembourrage	/ʁɑ̃buʁaʒ/
rembourré	/ʁɑ̃buʁe/
rembourrée	/ʁɑ̃buʁe/
rembourrées	/ʁɑ̃buʁe/
rembourrer	/ʁɑ̃buʁe/
rembourrés	/ʁɑ̃buʁe/
remboursable	/ʁɑ̃buʁsabl/
remboursables	/ʁɑ̃buʁsabl/
remboursais	/ʁɑ̃buʁsɛ/
remboursait	/ʁɑ̃buʁsɛ/
rembourse	/ʁɑ̃buʁs/
remboursé	/ʁɑ̃buʁse/
remboursée	/ʁɑ̃buʁse/
remboursées	/ʁɑ̃buʁse/
remboursement	/ʁɑ̃buʁsəmɑ̃/
remboursements	/ʁɑ̃buʁsəmɑ̃/
remboursent	/ʁɑ̃buʁs/
rembourser	/ʁɑ̃buʁse/
remboursera	/ʁɑ̃buʁsəʁa/
rembourserai	/ʁɑ̃buʁsəʁɛ/
rembourserais	/ʁɑ̃buʁsəʁɛ/
rembourserait	/ʁɑ̃buʁsəʁɛ/
rembourseras	/ʁɑ̃buʁsəʁa/
rembourserez	/ʁɑ̃buʁsəʁe/
rembourserons	/ʁɑ̃buʁsəʁɔ̃/
rembourseront	/ʁɑ̃buʁsəʁɔ̃/
rembourses	/ʁɑ̃buʁs/
remboursés	/ʁɑ̃buʁse/
remboursez	/ʁɑ̃buʁse/
remboursiez	/ʁɑ̃buʁsje/
Rembrandt	/ʁɑ̃bʁɑ̃/
remède	/ʁəmɛd/
remèdes	/ʁəmɛd/
remédie	/ʁəmedi/
remédié	/ʁəmedje/
remédier	/ʁəmedje/
remémorant	/ʁəmemɔʁɑ̃/
remémore	/ʁəmemɔʁ/
remémoré	/ʁəmemɔʁe/
remémorer	/ʁəmemɔʁe/
remercia	/ʁəmɛʁsja/
remerciais	/ʁəmɛʁsjɛ/
remerciait	/ʁəmɛʁsjɛ/
remerciant	/ʁəmɛʁsjɑ̃/
remercie	/ʁəmɛʁsi/
remercié	/ʁəmɛʁsje/
remerciée	/ʁəmɛʁsje/
remerciement	/ʁəmɛʁsimɑ̃/
remerciements	/ʁəmɛʁsimɑ̃/
remercient	/ʁəmɛʁsi/
remercier	/ʁəmɛʁsje/
remerciera	/ʁəmɛʁsjəʁa/
remercierai	/ʁəmɛʁsjəʁɛ/
remercierais	/ʁəmɛʁsjəʁɛ/
remercierait	/ʁəmɛʁsjəʁɛ/
remercieras	/ʁəmɛʁsjəʁa/
remercierez	/ʁəmɛʁsjəʁe/
remercierons	/ʁəmɛʁsjəʁɔ̃/
remercieront	/ʁəmɛʁsjəʁɔ̃/
remercies	/ʁəmɛʁsi/
remerciés	/ʁəmɛʁsje/
remerciez	/ʁəmɛʁsje/
remercions	/ʁəmɛʁsjɔ̃/
remet	/ʁəmɛ/
remets	/ʁəmɛ/
remettaient	/ʁəmɛtɛ/
remettais	/ʁəmɛtɛ/
remettait	/ʁəmɛtɛ/
remettant	/ʁəmɛtɑ̃/
remette	/ʁəmɛt/
remettent	/ʁəmɛt/
remettes	/ʁəmɛt/
remettez	/ʁəmɛte/
remettiez	/ʁəmɛtje/
remettions	/ʁəmɛtjɔ̃/
remettons	/ʁəmɛtɔ̃/
remettra	/ʁəmɛtʁa/
remettrai	/ʁəmɛtʁɛ/
remettraient	/ʁəmɛtʁɛ/
remettrais	/ʁəmɛtʁɛ/
remettrait	/ʁəmɛtʁɛ/
remettras	/ʁəmɛtʁa/
remettre	/ʁəmɛtʁ/
remettrez	/ʁəmɛtʁe/
remettriez	/ʁəmɛtʁje/
remettrons	/ʁəmɛtʁɔ̃/
remettront	/ʁəmɛtʁɔ̃/
réminiscence	/ʁeminisɑ̃s/
réminiscences	/ʁeminisɑ̃s/
remis	/ʁəmi/
remise	/ʁəmiz/
remisé	/ʁəmize/
remises	/ʁəmiz/
rémission	/ʁemisjɔ̃/
remit	/ʁəmi/
remmène	/ʁɑ̃mɛn/
remmener	/ʁɑ̃mne/
remodelé	/ʁəmɔdəle/
remodelées	/ʁəmɔdəle/
remodeler	/ʁəmɔdle/
remonta	/ʁəmɔ̃ta/
remontaient	/ʁəmɔ̃tɛ/
remontais	/ʁəmɔ̃tɛ/
remontait	/ʁəmɔ̃tɛ/
remontant	/ʁəmɔ̃tɑ̃/
remontants	/ʁəmɔ̃tɑ̃/
remonte	/ʁəmɔ̃t/
remonté	/ʁəmɔ̃te/
remontée	/ʁəmɔ̃te/
remontées	/ʁəmɔ̃te/
remontent	/ʁəmɔ̃t/
remonter	/ʁəmɔ̃te/
remontera	/ʁəmɔ̃təʁa/
remonterai	/ʁəmɔ̃təʁɛ/
remonterais	/ʁəmɔ̃təʁɛ/
remonterait	/ʁəmɔ̃təʁɛ/
remonteras	/ʁəmɔ̃təʁa/
remonterez	/ʁəmɔ̃təʁe/
remonterons	/ʁəmɔ̃təʁɔ̃/
remonteront	/ʁəmɔ̃təʁɔ̃/
remontes	/ʁəmɔ̃t/
remontés	/ʁəmɔ̃te/
remontez	/ʁəmɔ̃te/
remontiez	/ʁəmɔ̃tje/
remontoir	/ʁəmɔ̃twaʁ/
remontons	/ʁəmɔ̃tɔ̃/
remontrance	/ʁəmɔ̃tʁɑ̃s/
remontrances	/ʁəmɔ̃tʁɑ̃s/
remontre	/ʁəmɔ̃tʁ/
remontrer	/ʁəmɔ̃tʁe/
remords	/ʁəmɔʁ/
remorquage	/ʁəmɔʁkaʒ/
remorque	/ʁəmɔʁk/
remorqué	/ʁəmɔʁke/
remorquée	/ʁəmɔʁke/
remorquer	/ʁəmɔʁke/
remorques	/ʁəmɔʁk/
remorqués	/ʁəmɔʁke/
remorqueur	/ʁəmɔʁkœʁ/
remorqueurs	/ʁəmɔʁkœʁ/
remorqueuse	/ʁəmɔʁkøz/
remous	/ʁəmu/
rempart	/ʁɑ̃paʁ/
remparts	/ʁɑ̃paʁ/
rempile	/ʁɑ̃pil/
rempilé	/ʁɑ̃pile/
rempiler	/ʁɑ̃pile/
remplaça	/ʁɑ̃plasa/
remplaçable	/ʁɑ̃plasabl/
remplaçables	/ʁɑ̃plasabl/
remplaçais	/ʁɑ̃plasɛ/
remplaçait	/ʁɑ̃plasɛ/
remplaçant	/ʁɑ̃plasɑ̃/
remplaçante	/ʁɑ̃plasɑ̃t/
remplaçantes	/ʁɑ̃plasɑ̃t/
remplaçants	/ʁɑ̃plasɑ̃/
remplace	/ʁɑ̃plas/
remplacé	/ʁɑ̃plase/
remplacée	/ʁɑ̃plase/
remplacées	/ʁɑ̃plase/
remplacement	/ʁɑ̃plasmɑ̃/
remplacements	/ʁɑ̃plasmɑ̃/
remplacent	/ʁɑ̃plas/
